"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2010",0.8,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2011",0.8,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2012",0.8,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2013",0.8,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2014",0.8,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2015",0.9,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2016",1,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2017",1.1,
"PRY","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"PER","AIREMISSION","CO2","TONNE_CAP","A","2002",1,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2003",0.9,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2004",1.1,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2005",1,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2006",1,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2007",1.1,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2008",1.2,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2009",1.3,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2010",1.4,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2011",1.5,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2012",1.5,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2013",1.5,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2014",1.6,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2015",1.6,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2016",1.6,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2017",1.5,
"PER","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2002",0.8,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2003",0.8,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2004",0.8,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2005",0.8,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2006",0.7,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2007",0.8,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2008",0.8,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2009",0.8,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2010",0.8,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2011",0.8,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2012",0.8,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2013",0.9,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2014",1,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2015",1,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2016",1.1,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2017",1.2,
"PHL","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2002",4.2,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2003",4.5,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2004",4.4,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2005",4.3,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2006",4.5,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2007",4.4,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2008",4.4,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2009",3.8,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2010",3.7,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2011",4,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2012",3.9,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2013",3.5,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2014",3.4,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2015",3.5,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2016",3.5,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2017",3.6,
"ROU","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2002",10.1,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2003",10.3,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2004",10.3,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2005",10.3,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2006",10.7,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2007",10.7,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2008",10.9,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2009",10.1,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2010",10.7,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2011",11.2,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2012",11.2,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2013",10.9,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2014",10.8,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2015",10.6,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2016",10.5,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2017",10.6,
"RUS","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2002",11.7,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2003",11.8,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2004",12.1,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2005",12.5,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2006",12.9,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2007",13.2,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2008",14,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2009",14.2,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2010",15.3,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2011",15.4,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2012",15.9,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2013",15.7,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2014",16.5,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2015",16.8,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2016",16.3,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2017",16.2,
"SAU","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2002",9.9,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2003",9.3,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2004",9.5,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2005",8.7,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2006",8.4,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2007",8.3,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2008",7.9,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2009",7.8,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2010",8.4,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2011",8.6,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2012",8.2,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2013",8.1,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2014",8.1,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2015",8.2,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2016",8.2,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2017",8.4,
"SGP","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2002",7.6,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2003",7.5,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2004",7.6,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2005",7.7,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2006",7.9,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2007",7.8,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2008",8.3,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2009",7.4,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2010",7.5,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2011",7.5,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2012",7.2,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2013",6.9,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2014",6.2,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2015",6.2,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2016",6.6,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2017",6.5,
"SVN","AIREMISSION","CO2","TONNE_CAP","A","2018",6.5,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2002",7,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2003",7.3,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2004",7.8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2005",7.6,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2006",7.6,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2007",7.8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2008",8.4,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2009",7.8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2010",8.1,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2011",7.7,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2012",7.9,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2013",8,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2014",8.1,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2015",7.6,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2016",7.5,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2017",7.4,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2002",0.2,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2003",0.2,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2004",0.2,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2005",0.3,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2006",0.3,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2007",0.3,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2008",0.3,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2009",0.3,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2010",0.3,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2011",0.3,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2012",0.4,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2013",0.4,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2014",0.4,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2015",0.4,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2016",0.5,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2017",0.5,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2002",10.3,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2003",10.7,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2004",11,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2005",11.2,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2006",11.5,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2007",11.6,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2008",11.1,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2009",10.5,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2010",11.1,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2011",11,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2012",10.6,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2013",10.7,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2014",10.7,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2015",10.7,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2016",10.9,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2017",11.4,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2002",0.1,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2003",0.1,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2004",0.1,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2005",0.1,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2006",0.1,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2007",0.1,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2008",0.1,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2009",0.1,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2010",0.1,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2011",0.2,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2012",0.2,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2013",0.2,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2014",0.2,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2015",0.2,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2016",0.2,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2017",0.2,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"THA","AIREMISSION","CO2","TONNE_CAP","A","2002",2.6,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2003",2.7,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2004",3,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2005",3.1,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2006",3.1,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2007",3.2,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2008",3.2,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2009",3.1,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2010",3.3,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2011",3.3,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2012",3.5,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2013",3.6,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2014",3.6,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2015",3.6,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2016",3.5,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2017",3.5,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2002",6.2,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2003",6.8,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2004",6.4,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2005",6.2,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2006",6.4,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2007",6.6,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2008",6.4,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2009",5.4,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2010",5.8,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2011",6.1,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2012",6,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2013",5.8,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2014",5.2,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2015",4.2,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2016",4.4,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2017",3.8,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2002",27,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2003",26.4,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2004",25.7,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2005",24.3,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2006",21.9,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2007",20.5,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2008",21.3,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2009",19.4,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2010",18.7,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2011",18.2,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2012",18.9,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2013",19.6,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2014",19.4,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2015",20.4,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2016",20.7,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2017",20.9,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"URY","AIREMISSION","CO2","TONNE_CAP","A","2002",1.2,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2003",1.2,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2004",1.6,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2005",1.5,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2006",1.8,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2007",1.7,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2008",2.2,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2009",2.2,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2010",1.8,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2011",2.1,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2012",2.4,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2013",2.1,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2014",1.8,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2015",1.9,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2016",1.8,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2017",1.7,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2002",0.7,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2003",0.7,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2004",0.9,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2005",0.9,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2006",1,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2007",1,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2008",1.2,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2009",1.3,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2010",1.4,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2011",1.4,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2012",1.4,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2013",1.4,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2014",1.6,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2015",2,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2016",2,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2017",2,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2002",0.2,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2003",0.2,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2004",0.2,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2005",0.2,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2006",0.2,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2007",0.1,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2008",0.1,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2009",0.1,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2010",0.1,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2011",0.1,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2012",0.2,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2013",0.2,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2014",0.2,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2015",0.2,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2016",0.2,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2017",0.4,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2002",3.8,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2003",3.9,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2004",4.1,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2005",4.2,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2006",4.2,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2007",4.3,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2008",4.3,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2009",4.2,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2010",4.4,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2011",4.5,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2012",4.5,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2013",4.5,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2014",4.5,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2015",4.4,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2016",4.4,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2017",4.4,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2002",6,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2003",6.4,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2004",7,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2005",6.8,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2006",7.1,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2007",6.9,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2008",6.8,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2009",6.3,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2010",6.3,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2011",6.9,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2012",6.2,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2013",6.3,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2014",5.3,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2015",6.3,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2016",6.4,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2017",6.6,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2002",,"L"
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2003",,"L"
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2004",,"L"
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2005",3.3,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2006",3.5,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2007",3.4,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2008",4.4,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2009",2.8,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2010",4.2,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2011",4.1,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2012",3.8,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2013",3.7,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2014",3.6,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2015",3.8,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2016",3.4,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2017",3.5,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2002",10.6,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2003",10.7,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2004",10.7,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2005",10.7,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2006",10.6,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2007",10.6,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2008",10.3,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2009",9.6,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2010",9.9,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2011",9.7,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2012",9.5,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2013",9.5,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2014",9.2,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2015",9.1,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2016",9,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2017",8.9,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2018",8.9,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2002",7.8,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2003",8,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2004",8,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2005",7.9,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2006",7.9,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2007",7.8,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2008",7.6,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2009",7,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2010",7.2,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2011",6.9,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2012",6.8,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2013",6.6,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2014",6.2,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2015",6.3,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2016",6.3,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2017",6.3,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2018",,"L"
"G20","AIREMISSION","CO2","TONNE_CAP","A","2002",4.7,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2003",4.8,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2004",5,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2005",5.1,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2006",5.3,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2007",5.4,
